"iteration","ordinary_kendall_tau","causal_kendall_tau","delta_kendall_tau","ordinary_spearman_rho","causal_spearman_rho","delta_spearman_rho","ordinary_top5_recovery","causal_top5_recovery","delta_top5_recovery","ordinary_ndcg_at_5","causal_ndcg_at_5","delta_ndcg_at_5","ordinary_pbi","causal_pbi","improvement_absolute_pbi","ordinary_poa","causal_poa","improvement_absolute_poa","ordinary_proximal_mass","causal_proximal_mass","reduction_proximal_mass"
11,0.533361677251369,0.527863103259086,-0.00549857399228215,0.656190542079398,0.64954557456467,-0.0066449675147281,0.6,0.6,0,0.925716921462553,0.926274329247735,0.000557407785181208,1.04995338697916,1.05317047782854,-0.00321709084937982,0.209990677395832,0.210634095565708,-0.000643418169875981,0.815297069535584,0.814828221929728,0.000468847605856193
12,0.527863103259086,0.527863103259086,0,0.6467768381002,0.653421805614928,0.00664496751472798,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.08920869188227,1.0988244232466,-0.00961573136432969,0.217841738376454,0.21976488464932,-0.00192314627286591,0.829980811616807,0.825394026539541,0.00458678507726651
13,0.516865955274522,0.538860251243651,0.0219942959691286,0.64954557456467,0.65785178395808,0.00830620939341009,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03908857776888,1.02906347692445,0.0100251008444259,0.207817715553776,0.205812695384891,0.00200502016888524,0.80897417648113,0.800348683535564,0.00862549294556647
14,0.527863103259086,0.527863103259086,0,0.656744289372292,0.655636794786504,-0.00110749458578796,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.02025681650184,1.0399073207129,-0.0196505042110577,0.204051363300369,0.20798146414258,-0.00393010084221154,0.813504099568077,0.820704864072742,-0.00720076450466478
15,0.527863103259086,0.522364529266804,-0.00549857399228215,0.647330585393094,0.65785178395808,0.0105211985649861,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.02580983526425,1.01879344155837,0.00701639370588425,0.205161967052851,0.203758688311674,0.00140327874117688,0.802002829746449,0.797873936926657,0.00412889281979134
16,0.533361677251369,0.527863103259086,-0.00549857399228215,0.655636794786504,0.652868058322034,-0.00276873646447018,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.01114903022806,1.00744525882386,0.0037037714042043,0.202229806045612,0.201489051764771,0.000740754280841055,0.799118821066178,0.794277158283772,0.00484166278240605
17,0.516865955274522,0.527863103259086,0.0109971479845643,0.645669343514412,0.651760563736246,0.00609122022183406,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.03891629831256,1.02971570150609,0.00920059680647034,0.207783259662512,0.205943140301218,0.00184011936129402,0.811792507022859,0.807766405617054,0.00402610140580506
18,0.516865955274522,0.522364529266804,0.00549857399228215,0.645669343514412,0.646223090807306,0.000553747292894036,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.04205200368038,1.03841607402956,0.00363592965081794,0.208410400736075,0.207683214805912,0.000727185930163465,0.820270623397513,0.813336056420364,0.00693456697714945
19,0.51136738128224,0.527863103259086,0.0164957219768465,0.645669343514412,0.656190542079398,0.0105211985649861,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.07698911218852,1.0698720903818,0.00711702180672313,0.215397822437705,0.21397441807636,0.0014234043613445,0.823855913097934,0.817209554558778,0.00664635853915585
20,0.522364529266804,0.522364529266804,0,0.65785178395808,0.651206816443352,-0.00664496751472798,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.0757950398223,1.07099975834041,0.00479528148188924,0.21515900796446,0.214199951668082,0.00095905629637788,0.827046239322683,0.819980186237137,0.00706605308554564
21,0.51136738128224,0.522364529266804,0.0109971479845643,0.63847062870679,0.651206816443352,0.0127361877365623,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.05837909165209,1.0661414539756,-0.00776236232351568,0.211675818330417,0.21322829079512,-0.00155247246470303,0.814489944410302,0.814961707346982,-0.00047176293668072
22,0.516865955274522,0.533361677251369,0.0164957219768465,0.645669343514412,0.653421805614928,0.00775246210051606,0.6,0.6,0,0.925716921462553,0.938308054118864,0.012591132656311,1.02954350062442,1.03617404364435,-0.00663054301992894,0.205908700124884,0.207234808728869,-0.00132610860398572,0.817835142220865,0.81722598306198,0.000609159158884709
23,0.522364529266804,0.527863103259086,0.00549857399228215,0.647884332685988,0.651206816443352,0.0033224837573641,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03434740629704,1.04975574485005,-0.0154083385530122,0.206869481259408,0.209951148970011,-0.0030816677106025,0.819500660257691,0.820489968103892,-0.000989307846200549
24,0.527863103259086,0.522364529266804,-0.00549857399228215,0.647884332685988,0.646223090807306,-0.001661241878682,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.05410502032949,1.07083546223622,-0.0167304419067265,0.210821004065898,0.214167092447243,-0.00334608838134534,0.81002536267408,0.816750834350158,-0.00672547167607784
25,0.516865955274522,0.516865955274522,0,0.648438079978882,0.650653069150458,0.00221498917157603,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.0500257484257,1.03683905870597,0.0131866897197235,0.210005149685139,0.207367811741194,0.00263733794394472,0.824072636679507,0.813049101978291,0.0110235347012165
26,0.527863103259086,0.533361677251369,0.00549857399228215,0.647884332685988,0.656744289372292,0.00885995668630413,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.07939093759584,1.08234108965269,-0.00295015205685711,0.215878187519167,0.216468217930539,-0.000590030411371456,0.825400201460756,0.818181253649042,0.00721894781171362
27,0.51136738128224,0.533361677251369,0.0219942959691286,0.639578123292578,0.66062052042255,0.0210423971299722,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.00639465580053,0.999368997659844,0.00702565814068867,0.201278931160107,0.199873799531969,0.00140513162813771,0.801840196041857,0.793712413253219,0.00812778278863835
28,0.527863103259086,0.527863103259086,0,0.650099321857564,0.653975552907822,0.00387623105025803,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.036109366434,1.04891289487634,-0.0128035284423385,0.2072218732868,0.209782578975267,-0.00256070568846775,0.811164873185886,0.811647983525448,-0.000483110339562165
29,0.533361677251369,0.538860251243651,0.00549857399228215,0.658959278543868,0.660066773129656,0.00110749458578796,0.6,0.6,0,0.925716921462553,0.926274329247735,0.000557407785181208,1.03853665568417,1.04467239484977,-0.00613573916559451,0.207707331136834,0.208934478969953,-0.00122714783311897,0.807097984920885,0.809103662585857,-0.00200567766497128
30,0.500370233297676,0.527863103259086,0.0274928699614108,0.637363134121002,0.651760563736246,0.0143974296152443,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.06546104279849,1.06492108994492,0.000539952853578995,0.213092208559699,0.212984217988983,0.00010799057071581,0.828457798021518,0.824512529747481,0.00394526827403696
31,0.527863103259086,0.538860251243651,0.0109971479845643,0.648438079978882,0.658959278543868,0.0105211985649861,0.6,0.6,0,0.936526147459691,0.938308054118864,0.00178190665917333,1.08105194261234,1.08309148605879,-0.00203954344644997,0.216210388522468,0.216618297211758,-0.000407908689290054,0.828515332337544,0.822777089921894,0.00573824241564924
32,0.51136738128224,0.533361677251369,0.0219942959691286,0.639024375999684,0.652868058322034,0.0138436823223501,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.0245097188976,1.02085090458804,0.00365881430956194,0.20490194377952,0.204170180917607,0.000731762861912288,0.813380877196693,0.807197474418977,0.0061834027777159
33,0.538860251243651,0.527863103259086,-0.0109971479845643,0.654529300200716,0.655636794786504,0.00110749458578807,0.6,0.6,0,0.94322855412957,0.925716921462553,-0.0175116326670162,1.11281772793408,1.11769397962526,-0.00487625169118222,0.222563545586815,0.223538795925052,-0.000975250338236477,0.837392898287589,0.83342382388967,0.00396907439791894
34,0.500370233297676,0.527863103259086,0.0274928699614108,0.637363134121002,0.654529300200716,0.0171661660797143,0.6,0.6,0,0.925716921462553,0.936526147459691,0.0108092259971376,1.05370528448267,1.04275665982315,0.0109486246595176,0.210741056896534,0.208551331964631,0.0021897249319035,0.817153763298997,0.807246606034624,0.00990715726437263
35,0.527863103259086,0.538860251243651,0.0109971479845643,0.648991827271776,0.665050498765702,0.0160586714939263,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.04539568972229,1.0475480206806,-0.00215233095830336,0.209079137944459,0.209509604136119,-0.000430466191660706,0.808122914787865,0.808169069715178,-4.61549273133022e-05
36,0.522364529266804,0.522364529266804,0,0.652868058322034,0.648991827271776,-0.00387623105025803,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03538062959802,1.02618221490615,0.00919841469186888,0.207076125919604,0.20523644298123,0.00183968293837383,0.817520873083297,0.809643276593641,0.00787759648965614
37,0.51136738128224,0.527863103259086,0.0164957219768465,0.637363134121002,0.655636794786504,0.0182736606655024,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.07406385615503,1.07818932924245,-0.00412547308742273,0.214812771231006,0.215637865848491,-0.000825094617484756,0.827270160151598,0.822521709489543,0.00474845066205443
38,0.533361677251369,0.538860251243651,0.00549857399228215,0.658405531250974,0.667819235230172,0.00941370397919805,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.01594910186722,1.02489155526892,-0.00894245340169841,0.203189820373444,0.204978311053784,-0.00178849068033968,0.801657823425798,0.802295174665104,-0.000637351239306749
39,0.527863103259086,0.527863103259086,0,0.648991827271776,0.656190542079398,0.00719871480762213,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.04257698484397,1.05337796592609,-0.0108009810821135,0.208515396968795,0.210675593185218,-0.00216019621642269,0.812700013379912,0.812762493745981,-6.24803660690398e-05
40,0.522364529266804,0.516865955274522,-0.00549857399228215,0.640131870585472,0.645115596221518,0.00498372563604599,0.6,0.6,0,0.936526147459691,0.925716921462553,-0.0108092259971376,1.06712763880748,1.06916615977741,-0.00203852096993296,0.213425527761496,0.213833231955483,-0.000407704193986475,0.822145985425715,0.820969920362622,0.00117606506309331
41,0.527863103259086,0.533361677251369,0.00549857399228215,0.65508304749361,0.66062052042255,0.00553747292894002,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03972854614383,1.03079832234324,0.00893022380058572,0.207945709228765,0.206159664468648,0.00178604476011712,0.810122320995092,0.805331207295885,0.00479111369920671
42,0.533361677251369,0.522364529266804,-0.0109971479845643,0.656190542079398,0.64400810163573,-0.0121824404436681,0.6,0.6,0,0.925716921462553,0.926274329247735,0.000557407785181208,1.04194769648043,1.0694781320092,-0.0275304355287749,0.208389539296085,0.21389562640184,-0.00550608710575498,0.806903282686197,0.81867971945418,-0.0117764367679835
43,0.527863103259086,0.516865955274522,-0.0109971479845643,0.65508304749361,0.64400810163573,-0.0110749458578802,0.6,0.6,0,0.926274329247735,0.926274329247735,0,0.994460966636386,0.994208099065439,0.000252867570947224,0.198892193327277,0.198841619813088,5.05735141896058e-05,0.786740973524421,0.788695419274109,-0.00195444574968884
44,0.522364529266804,0.538860251243651,0.0164957219768465,0.651206816443352,0.671141718987536,0.0199349025441842,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.07755634865212,1.08627842732829,-0.00872207867617014,0.215511269730424,0.217255685465658,-0.00174441573523387,0.8229621360007,0.821157410517709,0.00180472548299082
45,0.516865955274522,0.516865955274522,0,0.641793112464154,0.645669343514412,0.00387623105025803,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.05475717255787,1.05372184330159,0.00103532925627925,0.210951434511575,0.210744368660319,0.000207065851255767,0.821803005192791,0.816626796282227,0.00517620891056469
46,0.522364529266804,0.522364529266804,0,0.646223090807306,0.651206816443352,0.0049837256360461,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.06657930975082,1.0668455829102,-0.00026627315938077,0.213315861950163,0.213369116582039,-5.32546318760818e-05,0.813887078865051,0.811232590432928,0.00265448843212257
47,0.51136738128224,0.527863103259086,0.0164957219768465,0.645115596221518,0.653421805614928,0.00830620939341009,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.03136168648268,1.03154002850166,-0.000178342018984701,0.206272337296536,0.206308005700333,-3.56684037970401e-05,0.812871250930943,0.811114088857167,0.00175716207377685
48,0.533361677251369,0.51136738128224,-0.0219942959691286,0.661728015008338,0.648991827271776,-0.0127361877365622,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.02601801633113,1.02618045337134,-0.000162437040205576,0.205203603266227,0.205236090674268,-3.24874080410986e-05,0.805627106792371,0.805157712380443,0.000469394411927948
49,0.522364529266804,0.522364529266804,0,0.648991827271776,0.655636794786504,0.00664496751472821,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.07125685180802,1.06830825238716,0.00294859942085446,0.214251370361603,0.213661650477432,0.000589719884170919,0.819149629764996,0.813069522417275,0.00608010734772102
50,0.527863103259086,0.527863103259086,0,0.64954557456467,0.658405531250974,0.00885995668630413,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.07004019757106,1.09136863028469,-0.0213284327136276,0.214008039514212,0.218273726056937,-0.00426568654272563,0.826886726084518,0.829020611949232,-0.00213388586471397
51,0.522364529266804,0.527863103259086,0.00549857399228215,0.64954557456467,0.656190542079398,0.0066449675147281,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.08841838415351,1.08161945175848,0.0067989323950306,0.217683676830702,0.216323890351696,0.00135978647900623,0.822571113974873,0.814079362998383,0.00849175097649035
52,0.527863103259086,0.527863103259086,0,0.657298036665186,0.658405531250974,0.00110749458578807,0.6,0.6,0,0.925716921462553,0.936526147459691,0.0108092259971376,1.06944334687335,1.07074039158151,-0.0012970447081575,0.213888669374671,0.214148078316302,-0.0002594089416314,0.826755662028388,0.821262710944546,0.00549295108384185
53,0.51136738128224,0.527863103259086,0.0164957219768465,0.640131870585472,0.656190542079398,0.0160586714939261,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.04070463967587,1.04644513258842,-0.00574049291254841,0.208140927935174,0.209289026517684,-0.00114809858250972,0.812875526538284,0.813431998420328,-0.000556471882043774
54,0.527863103259086,0.538860251243651,0.0109971479845643,0.656190542079398,0.65785178395808,0.001661241878682,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03428731058953,1.02185338653068,0.0124339240588531,0.206857462117906,0.204370677306136,0.00248678481177059,0.807070631121175,0.798930357544624,0.008140273576551
55,0.51136738128224,0.527863103259086,0.0164957219768465,0.647884332685988,0.662835509594126,0.0149511769081382,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.03271586684883,1.0186989894385,0.0140168774103318,0.206543173369767,0.203739797887701,0.00280337548206622,0.81169373193437,0.801452409111025,0.010241322823345
56,0.533361677251369,0.522364529266804,-0.0109971479845643,0.651206816443352,0.648438079978882,-0.00276873646447007,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.04101612460878,1.05382341602748,-0.0128072914187021,0.208203224921756,0.210764683205497,-0.00256145828374046,0.812217127285681,0.815757571915399,-0.00354044462971836
57,0.538860251243651,0.538860251243651,0,0.657298036665186,0.65785178395808,0.000553747292894036,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.01679016683572,1.02659728463497,-0.00980711779924737,0.203358033367145,0.205319456926994,-0.00196142355984952,0.79615310792704,0.800439433739315,-0.00428632581227417
58,0.527863103259086,0.533361677251369,0.00549857399228215,0.654529300200716,0.648438079978882,-0.00609122022183406,0.6,0.6,0,0.925716921462553,0.94322855412957,0.0175116326670162,1.02889125946652,1.02946196233619,-0.000570702869669315,0.205778251893305,0.205892392467239,-0.000114140573933996,0.810906727560646,0.808892919413749,0.00201380814689689
59,0.533361677251369,0.549857399228215,0.0164957219768465,0.65785178395808,0.677786686502264,0.0199349025441843,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.09821046577047,1.10687701959949,-0.00866655382902937,0.219642093154093,0.221375403919899,-0.00173331076580577,0.826406954559811,0.826409537224667,-2.58266485553271e-06
60,0.516865955274522,0.549857399228215,0.0329914439536929,0.651206816443352,0.68000167567384,0.0287948592304883,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.06816569483475,1.060461722501,0.00770397233375375,0.21363313896695,0.212092344500199,0.00154079446675082,0.820513784464128,0.811272851481226,0.00924093298290241
61,0.522364529266804,0.533361677251369,0.0109971479845643,0.654529300200716,0.656744289372292,0.00221498917157603,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.05011314974605,1.04300214785413,0.00711100189191849,0.21002262994921,0.208600429570826,0.00142220037838373,0.816019253126722,0.809404237125267,0.0066150160014552
62,0.533361677251369,0.533361677251369,0,0.659513025836762,0.656744289372292,-0.00276873646447007,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.05306468035471,1.06473710470758,-0.0116724243528716,0.210612936070942,0.212947420941516,-0.00233448487057436,0.812929217712463,0.815100356356238,-0.00217113864377527
63,0.527863103259086,0.544358825235933,0.0164957219768465,0.655636794786504,0.67169546628043,0.016058671493926,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.07875376357425,1.05564537871468,0.0231083848595701,0.21575075271485,0.211129075742936,0.00462167697191393,0.821796310999702,0.802713039816694,0.0190832711830078
64,0.516865955274522,0.538860251243651,0.0219942959691286,0.647330585393094,0.656190542079398,0.00885995668630413,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03528730642652,1.0276722270661,0.00761507936041794,0.207057461285304,0.20553444541322,0.0015230158720837,0.817422548134396,0.808969430562657,0.00845311757173905
65,0.522364529266804,0.538860251243651,0.0164957219768465,0.648991827271776,0.658959278543868,0.0099674512720922,0.6,0.6,0,0.936526147459691,0.938308054118864,0.00178190665917333,1.06929405421397,1.0768455423149,-0.0075514881009231,0.213858810842795,0.215369108462979,-0.00151029762018459,0.831697584198242,0.827742947108498,0.00395463708974397
66,0.533361677251369,0.527863103259086,-0.00549857399228215,0.656744289372292,0.647330585393094,-0.00941370397919816,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03749578568385,1.04084850665125,-0.00335272096739914,0.20749915713677,0.208169701330249,-0.000670544193479727,0.811548590003816,0.809288588072866,0.00226000193095011
67,0.538860251243651,0.527863103259086,-0.0109971479845643,0.658405531250974,0.658959278543868,0.000553747292894036,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.04109424694535,1.04176577723221,-0.000671530286853184,0.208218849389071,0.208353155446441,-0.000134306057370609,0.811039037954124,0.810171287101064,0.000867750853059901
68,0.522364529266804,0.544358825235933,0.0219942959691286,0.651206816443352,0.665050498765702,0.0138436823223501,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.06361114078761,1.05256366545046,0.0110474753371472,0.212722228157522,0.210512733090093,0.00220949506742937,0.817682091902535,0.807829777188742,0.00985231471379255
69,0.505868807289958,0.538860251243651,0.0329914439536929,0.63847062870679,0.661728015008338,0.0232573863015483,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.05351121988414,1.04477530311574,0.00873591676839669,0.210702243976828,0.208955060623148,0.00174718335367946,0.820568436751792,0.811475542594266,0.00909289415752623
70,0.527863103259086,0.51136738128224,-0.0164957219768465,0.648991827271776,0.648991827271776,0,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.05668868982316,1.05975811677482,-0.00306942695165757,0.211337737964633,0.211951623354964,-0.00061388539033172,0.819040033738295,0.815753858652312,0.00328617508598394
71,0.505868807289958,0.533361677251369,0.0274928699614108,0.637916881413896,0.652868058322034,0.0149511769081382,0.6,0.6,0,0.925716921462553,0.926274329247735,0.000557407785181208,1.02290053858684,1.01471614058161,0.00818439800523518,0.204580107717369,0.202943228116322,0.001636879601047,0.813497442770913,0.804164316517504,0.00933312625340899
72,0.522364529266804,0.533361677251369,0.0109971479845643,0.646223090807306,0.652868058322034,0.00664496751472798,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.04691873542386,1.04166079371216,0.00525794171169691,0.209383747084772,0.208332158742433,0.00105158834233929,0.814407256873373,0.810816191707315,0.00359106516605756
73,0.527863103259086,0.538860251243651,0.0109971479845643,0.650653069150458,0.654529300200716,0.00387623105025803,0.6,0.6,0,0.926274329247735,0.942004055255578,0.0157297260078429,1.04039234587347,1.03366798831628,0.00672435755718559,0.208078469174694,0.206733597663257,0.00134487151143711,0.812139961503554,0.804333643165706,0.00780631833784828
74,0.516865955274522,0.533361677251369,0.0164957219768465,0.645669343514412,0.652868058322034,0.00719871480762202,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.0365249667548,1.04169316503926,-0.00516819828446247,0.20730499335096,0.208338633007852,-0.00103363965689246,0.810720902467956,0.808609772072636,0.00211113039532029
75,0.516865955274522,0.527863103259086,0.0109971479845643,0.642900607049942,0.64954557456467,0.0066449675147281,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.04160252704458,1.05167523084267,-0.0100727037980859,0.208320505408916,0.210335046168533,-0.00201454075961707,0.817016116136522,0.815594651298842,0.00142146483767958
76,0.505868807289958,0.527863103259086,0.0219942959691286,0.63847062870679,0.656190542079398,0.0177199133726083,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.04772416039502,1.04495656290716,0.00276759748786271,0.209544832079004,0.208991312581432,0.000553519497572347,0.815619279630192,0.810158568613535,0.00546071101665702
77,0.533361677251369,0.538860251243651,0.00549857399228215,0.657298036665186,0.66892672981596,0.0116286931507742,0.6,0.6,0,0.926274329247735,0.925716921462553,-0.000557407785181208,1.06105628376794,1.05215084001467,0.00890544375327273,0.212211256753589,0.210430168002934,0.00178108875065441,0.820309120494236,0.81206582161708,0.00824329887715669
78,0.533361677251369,0.533361677251369,0,0.654529300200716,0.652868058322034,-0.00166124187868211,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.03030434618149,1.04579841821199,-0.0154940720304941,0.206060869236299,0.209159683642398,-0.00309881440609883,0.805447050673289,0.809896611867336,-0.00444956119404705
79,0.533361677251369,0.538860251243651,0.00549857399228215,0.66338925688702,0.665050498765702,0.001661241878682,0.6,0.6,0,0.926274329247735,0.926274329247735,0,1.01767693602987,1.02141021222228,-0.00373327619241137,0.203535387205974,0.204282042444456,-0.000746655238482302,0.805229319836634,0.801272284662627,0.00395703517400736
80,0.538860251243651,0.544358825235933,0.00549857399228215,0.652868058322034,0.667265487937278,0.0143974296152442,0.6,0.6,0,0.938308054118864,0.938308054118864,0,1.07226811429047,1.07509432044879,-0.00282620615831997,0.214453622858094,0.215018864089758,-0.000565241231663932,0.825293611543096,0.819696655277019,0.00559695626607681
81,0.51136738128224,0.527863103259086,0.0164957219768465,0.645115596221518,0.656190542079398,0.0110749458578802,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.03256533479517,1.01640057307418,0.0161647617209895,0.206513066959033,0.203280114614835,0.0032329523441979,0.809213166002958,0.798268768457315,0.0109443975456425
82,0.505868807289958,0.538860251243651,0.0329914439536929,0.64123936517126,0.65785178395808,0.0166124187868202,0.6,0.6,0,0.925716921462553,0.926274329247735,0.000557407785181208,1.05008104559669,1.04006715536746,0.0100138902292224,0.210016209119337,0.208013431073493,0.00200277804584453,0.820170505695556,0.808572277046012,0.0115982286495435
83,0.527863103259086,0.527863103259086,0,0.656190542079398,0.647330585393094,-0.00885995668630413,0.6,0.6,0,0.881368349480399,0.926274329247735,0.0449059797673359,1.04379783663032,1.03005698721022,0.0137408494200972,0.208759567326063,0.206011397442044,0.00274816988401963,0.807201807277825,0.79707155916327,0.0101302481145547
84,0.516865955274522,0.516865955274522,0,0.640685617878366,0.647884332685988,0.00719871480762202,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.07423769005993,1.0667056706165,0.0075320194434263,0.214847538011986,0.213341134123301,0.00150640388868523,0.826742819884651,0.817339438296209,0.00940338158844245
85,0.522364529266804,0.516865955274522,-0.00549857399228215,0.647884332685988,0.642900607049942,-0.0049837256360461,0.6,0.6,0,0.925716921462553,0.925716921462553,0,1.06535891248212,1.06471788941029,0.000641023071838553,0.213071782496425,0.212943577882057,0.000128204614367772,0.82054488494449,0.816660843997551,0.00388404094693962
86,0.544358825235933,0.527863103259086,-0.0164957219768465,0.665604246058596,0.648438079978882,-0.0171661660797142,0.6,0.6,0,0.926274329247735,0.938308054118864,0.0120337248711297,1.04220409749751,1.02229376817399,0.0199103293235261,0.208440819499502,0.204458753634797,0.00398206586470526,0.809313220919663,0.798635197787417,0.0106780231322455
